blueWins,blueFirstBlood,exblueWardsPlaced,exblueWardsDestroyed,exblueKills,exblueDeaths,exblueAssists,exblueDragons,exblueHeralds,exblueTowersDestroyed,exblueTotalGold,exblueAvgLevel,exblueTotalExperience,exblueTotalMinionsKilled,exblueTotalJungleMinionsKilled,exblueCSPerMin,exblueGoldPerMin
0,1,-5,1,0,0,4,1,0,0,1804,0.20000000000000018,820,11,16,1.0999999999999979,180.39999999999986
0,1,-4,3,3,-3,-1,-1,0,0,68,-0.20000000000000018,-369,-12,-14,-1.1999999999999993,6.7999999999999545
1,1,-18,0,5,-5,9,0,0,0,1775,0.0,-5,-1,-15,-0.10000000000000142,177.5
0,0,64,2,2,-2,6,-1,0,0,424,0.20000000000000018,1050,1,-16,0.10000000000000142,42.40000000000009
0,0,-2,1,-7,7,-7,-1,1,0,-2585,0.0,204,4,17,0.40000000000000213,-258.5
1,0,30,-11,1,-1,4,1,0,0,1610,0.6000000000000005,2488,3,36,0.3000000000000007,161.0
0,0,1,-2,2,-2,2,-1,1,0,904,0.20000000000000018,195,-11,8,-1.1000000000000014,90.39999999999986
1,1,56,-1,-5,5,-6,-1,1,0,-855,0.0,227,26,7,2.599999999999998,-85.5
1,0,1,3,4,-4,4,-1,0,0,1991,0.5999999999999996,1977,8,-5,0.8000000000000007,199.10000000000014
0,0,-2,-2,-4,4,-6,-1,-1,0,-2893,-0.40000000000000036,-2027,-48,-8,-4.800000000000001,-289.3000000000002
0,0,3,-2,-3,3,-6,-1,0,0,-2274,-0.40000000000000036,-2172,-7,-16,-0.6999999999999993,-227.39999999999986
1,0,-6,0,-1,1,2,1,-1,0,-154,0.0,-612,-4,3,-0.3999999999999986,-15.399999999999864
0,0,6,-4,-4,4,-8,-1,0,0,-1630,-0.20000000000000018,-130,-22,10,-2.200000000000003,-163.0
0,0,0,-6,-8,8,-7,-1,-1,-1,-6878,-1.2000000000000002,-4956,-76,-20,-7.600000000000001,-687.8
1,1,0,0,1,-1,0,1,0,0,1177,0.0,763,41,-16,4.099999999999998,117.70000000000005
1,0,-35,-1,1,-1,-1,-1,0,0,919,0.0,1527,1,-6,0.10000000000000142,91.89999999999986
1,1,-3,-2,2,-2,-5,-1,0,0,2077,0.20000000000000018,1804,43,-15,4.299999999999997,207.70000000000005
0,0,0,0,-5,5,-13,-1,0,0,-2973,-0.20000000000000018,-1940,-13,-9,-1.3000000000000007,-297.3000000000002
0,1,-2,-2,-6,6,-3,-1,1,0,-3228,-0.6000000000000005,-2075,-38,8,-3.8000000000000007,-322.8000000000002
1,1,-1,0,-1,1,3,1,-1,0,-999,-0.40000000000000036,-1466,-9,2,-0.8999999999999986,-99.90000000000009
0,0,-43,-2,-11,11,-20,-1,-1,0,-6395,-1.0,-4800,-76,0,-7.599999999999998,-639.5
1,1,3,0,10,-10,9,0,0,0,5853,0.7999999999999998,3870,41,17,4.100000000000001,585.3
0,0,-5,1,-8,8,-10,-1,0,-1,-5141,-1.0,-4745,-83,-15,-8.3,-514.0999999999999
1,1,5,-2,6,-6,6,0,0,0,2318,0.0,1656,-7,-1,-0.6999999999999993,231.79999999999995
1,1,5,2,7,-7,3,-1,0,0,3595,0.7999999999999998,2595,23,-8,2.3000000000000007,359.5
0,0,-3,-1,-8,8,-4,-1,-1,-2,-6604,-0.6000000000000005,-2014,-45,8,-4.5,-660.4000000000001
0,0,4,0,-2,2,-3,-1,0,0,-530,0.20000000000000018,-123,34,-8,3.400000000000002,-53.0
1,1,-4,-2,-5,5,-7,0,0,0,-796,-0.40000000000000036,-594,4,1,0.40000000000000213,-79.60000000000014
1,1,2,1,6,-6,9,1,1,1,3439,0.20000000000000018,913,-6,-34,-0.5999999999999979,343.89999999999986
0,1,3,-4,3,-3,3,1,-1,0,1423,0.20000000000000018,1022,-10,-2,-1.0,142.29999999999995
0,1,-91,-3,-6,6,-5,1,0,0,-3952,-0.5999999999999996,-2015,-26,23,-2.6000000000000014,-395.20000000000005
1,1,-2,1,0,0,1,1,1,0,-884,0.0,-471,18,-20,1.8000000000000007,-88.39999999999986
0,1,32,2,4,-4,3,-1,1,0,2655,0.20000000000000018,1326,54,-19,5.399999999999999,265.5
0,0,3,-1,-5,5,-3,1,0,0,-2031,-0.40000000000000036,-1121,2,16,0.1999999999999993,-203.10000000000014
1,1,2,2,5,-5,3,-1,1,0,2893,0.8000000000000007,3588,30,10,3.0,289.29999999999995
1,1,-14,1,-2,2,-1,0,-1,0,-976,0.0,-1408,21,-1,2.1000000000000014,-97.59999999999991
1,1,1,-2,5,-5,9,0,0,0,2182,0.40000000000000036,1012,-34,5,-3.3999999999999986,218.19999999999982
0,0,-24,-3,-2,2,-1,-1,0,0,-1968,-0.40000000000000036,-2932,-35,-20,-3.5,-196.79999999999995
1,0,-3,-5,-2,2,-7,-1,0,-1,-1806,0.0,123,27,-5,2.700000000000003,-180.5999999999999
0,0,5,5,-9,9,-7,-1,-1,-2,-5941,-0.7999999999999998,-4097,-64,4,-6.400000000000002,-594.0999999999999
1,0,3,-3,-2,2,-2,0,0,0,-2105,-0.40000000000000036,-1815,-42,-12,-4.200000000000003,-210.5
1,0,-41,-2,2,-2,-5,0,0,0,993,0.0,593,15,4,1.5,99.29999999999995
1,1,6,-1,-2,2,-3,0,0,0,-809,0.20000000000000018,10,15,5,1.5,-80.89999999999986
0,1,-3,2,-4,4,-5,-1,0,0,-1903,-0.40000000000000036,-1398,-19,6,-1.8999999999999986,-190.29999999999995
0,0,-26,0,-3,3,-7,-1,0,0,-2325,-0.20000000000000018,-2078,-19,4,-1.8999999999999986,-232.5
1,1,0,-2,2,-2,2,1,1,0,-100,-0.39999999999999947,-1205,-20,-27,-2.0,-10.0
0,0,1,0,-7,7,-14,1,0,0,-4396,-0.6000000000000005,-2703,-62,20,-6.199999999999999,-439.60000000000014
0,0,10,2,-5,5,-9,-1,-1,0,-3525,-0.5999999999999996,-3278,-33,-33,-3.3000000000000007,-352.5
0,0,34,3,-5,5,-2,0,0,0,-3728,-0.8000000000000007,-3076,0,-12,0.0,-372.79999999999995
0,1,3,0,0,0,6,0,0,0,1256,0.0,301,-2,18,-0.1999999999999993,125.59999999999991
1,1,1,0,5,-5,10,1,-1,0,3082,0.7999999999999998,3200,60,4,6.0,308.20000000000005
0,0,-6,0,0,0,-4,0,0,0,197,0.40000000000000036,1241,35,-20,3.5,19.700000000000045
0,0,19,3,-1,1,-1,-1,1,0,482,0.0,914,23,1,2.3000000000000007,48.200000000000045
0,0,-2,2,1,-1,0,-1,0,0,1019,0.0,327,-13,0,-1.3000000000000007,101.90000000000009
1,1,23,-1,1,-1,-1,1,1,0,817,-0.20000000000000018,266,-3,6,-0.3000000000000007,81.70000000000005
1,1,14,-1,2,-2,0,1,1,0,499,0.6000000000000005,2441,-15,19,-1.5,49.90000000000009
1,1,-1,-1,0,0,-1,-1,0,0,-923,-0.40000000000000036,-1234,-17,-8,-1.6999999999999993,-92.29999999999995
1,0,4,-1,-3,3,2,1,-1,0,-531,0.20000000000000018,241,6,12,0.6000000000000014,-53.100000000000136
0,0,3,-1,1,-1,1,0,0,0,1033,0.0,372,21,0,2.099999999999998,103.29999999999995
1,0,2,3,-1,1,0,0,-1,-2,-2336,-0.5999999999999996,-1468,-42,2,-4.200000000000003,-233.5999999999999
1,1,-7,2,-2,2,-4,-1,1,0,-1253,-0.40000000000000036,-1627,-32,-2,-3.1999999999999993,-125.29999999999995
1,0,8,-1,3,-3,2,1,0,0,2851,0.20000000000000018,1313,42,2,4.199999999999999,285.0999999999999
1,1,-4,-2,9,-9,13,1,0,0,5349,0.6000000000000005,4131,64,0,6.399999999999999,534.8999999999999
0,0,0,-1,-1,1,4,-1,-1,0,-1670,-0.40000000000000036,-540,-47,-11,-4.699999999999999,-167.0
0,0,89,2,1,-1,-6,0,0,0,225,0.20000000000000018,787,10,-10,1.0,22.5
1,1,3,-1,4,-4,7,1,-1,0,459,0.0,-1147,-38,-17,-3.8000000000000007,45.90000000000009
1,1,17,0,-3,3,-5,-1,0,0,-2127,-0.20000000000000018,-1619,-35,-19,-3.5,-212.70000000000005
1,1,0,-3,2,-2,-2,-1,0,0,575,0.40000000000000036,706,-11,16,-1.0999999999999979,57.5
0,1,5,-1,-1,1,2,0,0,0,-329,0.0,-230,-24,13,-2.3999999999999986,-32.899999999999864
1,0,59,2,-2,2,0,1,0,-1,-2375,-0.20000000000000018,-293,-32,12,-3.200000000000003,-237.5
1,0,7,-3,-5,5,-12,0,-1,0,-2623,-0.5999999999999996,-2312,-20,12,-2.0,-262.29999999999995
1,1,0,2,1,-1,3,0,-1,0,217,0.1999999999999993,434,39,1,3.8999999999999986,21.699999999999818
0,0,-32,-1,-8,8,-5,-1,0,0,-4160,-1.2000000000000002,-6073,-59,-33,-5.900000000000002,-416.0
0,0,5,-2,0,0,-3,1,0,1,-498,-0.39999999999999947,-1785,-17,-19,-1.7000000000000028,-49.80000000000018
0,0,3,0,-8,8,-10,-1,0,0,-4500,-0.6000000000000005,-2980,-27,5,-2.6999999999999993,-450.0
0,1,5,-1,2,-2,7,0,0,0,-43,-0.40000000000000036,-1154,-11,-25,-1.1000000000000014,-4.300000000000182
1,1,14,-1,0,0,-3,1,1,0,-643,-0.20000000000000018,-1199,-31,-7,-3.1000000000000014,-64.30000000000018
1,1,-19,0,1,-1,0,0,0,0,1206,0.40000000000000036,968,6,21,0.6000000000000014,120.60000000000014
0,1,0,-3,-7,7,-10,1,1,-1,-3529,-0.8000000000000007,-1509,-2,-1,-0.1999999999999993,-352.89999999999986
0,0,-4,1,-3,3,-3,-1,0,0,-1123,0.0,-976,-31,12,-3.099999999999998,-112.30000000000018
0,1,-28,11,1,-1,8,1,0,0,1096,0.20000000000000018,120,-6,9,-0.6000000000000014,109.59999999999991
0,0,-26,21,-5,5,-3,0,0,-1,-5219,-0.8000000000000007,-3480,-98,2,-9.8,-521.8999999999999
0,0,-2,-1,-6,6,-9,1,0,0,-3527,-0.7999999999999998,-1901,-21,-1,-2.1000000000000014,-352.70000000000005
0,1,-5,1,3,-3,12,0,0,0,1936,0.39999999999999947,1447,12,3,1.1999999999999993,193.5999999999999
0,0,1,-4,-3,3,-2,-1,0,0,-1729,0.0,-1258,-32,2,-3.200000000000003,-172.89999999999986
1,1,-2,3,-2,2,-2,0,0,0,-797,-0.20000000000000018,-843,-14,6,-1.4000000000000021,-79.70000000000005
0,0,21,5,-2,2,3,-1,0,0,-764,0.0,-1142,-34,2,-3.400000000000002,-76.40000000000009
0,1,4,-2,-4,4,2,-1,0,0,-2484,-0.6000000000000005,-3235,-47,-8,-4.699999999999999,-248.4000000000001
0,0,-19,-3,-6,6,-7,-1,1,0,-2269,-0.40000000000000036,-1078,-4,18,-0.40000000000000213,-226.9000000000001
0,0,-14,0,-4,4,1,0,0,0,-1753,-0.7999999999999998,-3324,-19,-19,-1.8999999999999986,-175.29999999999995
0,0,35,-1,0,0,2,-1,-1,-1,-1122,-0.40000000000000036,-926,-41,-6,-4.099999999999998,-112.20000000000005
0,1,65,2,0,0,0,-1,-1,0,428,-0.20000000000000018,-558,-5,-6,-0.5,42.799999999999955
0,0,8,-4,-2,2,2,0,0,0,-945,-0.5999999999999996,-2334,-26,3,-2.599999999999998,-94.5
0,1,-2,1,3,-3,0,-1,0,0,-17,-0.20000000000000018,-355,11,-17,1.1000000000000014,-1.699999999999818
0,1,0,-1,-3,3,-3,1,1,0,-1286,-0.20000000000000018,-995,20,-14,2.0,-128.5999999999999
1,1,-3,2,-4,4,-8,-1,0,0,-2614,-0.20000000000000018,-1880,-18,-22,-1.7999999999999972,-261.39999999999986
1,1,-3,2,-1,1,-3,-1,1,1,2231,0.0,223,57,-20,5.699999999999999,223.0999999999999
0,1,3,0,6,-6,5,0,1,0,3060,0.40000000000000036,1838,-14,0,-1.4000000000000021,306.0
1,1,74,-1,0,0,4,0,0,0,311,-0.20000000000000018,-50,-15,-12,-1.5,31.100000000000136
1,1,-32,2,3,-3,7,1,1,0,2850,0.6000000000000005,1646,16,30,1.5999999999999979,285.0
1,1,-110,0,5,-5,5,1,0,0,3195,0.20000000000000018,1370,8,-9,0.8000000000000007,319.5
0,1,3,0,2,-2,8,0,-1,0,1363,0.0,-147,-16,-2,-1.6000000000000014,136.29999999999995
0,0,7,-3,2,-2,3,-1,0,0,1025,0.40000000000000036,-199,5,-12,0.5,102.5
0,1,-5,2,1,-1,1,-1,1,1,2544,0.0,-21,36,-16,3.6000000000000014,254.4000000000001
0,0,13,-1,-8,8,-7,-1,-1,-1,-6373,-1.2000000000000002,-5156,-92,-8,-9.2,-637.3
1,1,-6,3,-1,1,0,-1,0,0,-2268,-0.6000000000000005,-2502,-41,-26,-4.099999999999998,-226.79999999999995
0,1,-89,-2,-4,4,-3,-1,0,0,-44,0.0,-357,-6,12,-0.6000000000000014,-4.400000000000091
0,1,0,-1,1,-1,4,0,0,0,357,0.20000000000000018,-26,10,3,1.0,35.69999999999982
1,0,0,-3,0,0,-4,-1,0,0,236,0.20000000000000018,-37,15,-4,1.5,23.600000000000136
1,1,6,-4,4,-4,4,1,0,0,2973,0.40000000000000036,1440,0,16,0.0,297.29999999999995
1,1,2,4,6,-6,3,1,0,0,2977,0.6000000000000005,3051,23,-12,2.299999999999997,297.70000000000005
0,0,-1,0,1,-1,0,-1,1,0,-423,0.0,-1210,-41,-4,-4.100000000000001,-42.299999999999955
0,1,3,-1,-1,1,4,0,0,0,-1077,-0.6000000000000005,-2560,-18,-37,-1.7999999999999972,-107.70000000000005
1,1,3,0,2,-2,4,1,-1,0,1782,0.40000000000000036,1959,40,18,4.0,178.20000000000005
1,1,0,0,0,0,3,0,0,0,941,0.20000000000000018,129,52,-15,5.199999999999999,94.10000000000014
1,0,28,1,1,-1,4,1,0,0,-1346,-0.40000000000000036,-1607,-21,-32,-2.099999999999998,-134.5999999999999
1,1,5,1,-4,4,-2,-1,0,0,-1430,-0.6000000000000005,-2349,-44,-11,-4.399999999999999,-143.0
0,0,-6,-1,-3,3,-4,-1,0,0,-1091,-0.40000000000000036,-892,17,-20,1.6999999999999993,-109.10000000000014
0,0,4,0,-3,3,0,1,0,0,-2088,-1.0,-2747,-47,12,-4.699999999999999,-208.79999999999995
0,1,-1,1,-1,1,-2,0,0,-1,-1045,-0.40000000000000036,169,4,20,0.40000000000000213,-104.5
1,0,-14,0,0,0,3,0,0,0,213,0.20000000000000018,-583,-16,-9,-1.5999999999999979,21.299999999999955
1,1,-3,-2,10,-10,13,0,1,0,4484,0.7999999999999998,2878,-4,26,-0.3999999999999986,448.4000000000001
1,1,8,4,0,0,1,0,-1,-1,-1543,-0.20000000000000018,-523,-13,6,-1.3000000000000007,-154.30000000000018
0,0,3,2,-3,3,-5,-1,0,0,-2599,0.20000000000000018,-818,-39,-16,-3.900000000000002,-259.9000000000001
1,1,59,-3,-1,1,-2,-1,0,0,-338,-0.40000000000000036,-9,-2,-13,-0.1999999999999993,-33.799999999999955
1,0,38,0,-3,3,-2,1,-1,0,-2047,-0.20000000000000018,-2330,5,-23,0.5,-204.69999999999982
1,0,22,0,3,-3,6,0,0,0,1192,0.0,449,2,-16,0.1999999999999993,119.20000000000005
1,0,-68,3,3,-3,3,-1,0,0,1167,0.0,489,30,-19,3.0,116.70000000000005
0,0,-2,1,2,-2,5,-1,0,0,1579,0.20000000000000018,1223,-20,31,-2.0,157.9000000000001
1,1,73,1,8,-8,4,1,0,0,5271,1.0,3997,43,4,4.299999999999997,527.1000000000001
1,0,0,-1,-6,6,-10,-1,0,0,-1607,-0.20000000000000018,-1043,59,6,5.900000000000002,-160.70000000000005
1,0,4,-3,3,-3,1,0,0,0,280,-0.40000000000000036,-1018,-8,-19,-0.8000000000000007,28.0
0,0,-31,15,-5,5,-7,-1,-1,0,-2811,-0.7999999999999998,-2702,-22,-21,-2.1999999999999993,-281.10000000000014
0,0,-2,0,-3,3,1,0,0,0,-1025,-0.20000000000000018,-1767,-36,0,-3.6000000000000014,-102.5
1,0,1,-1,1,-1,6,1,1,0,409,0.6000000000000005,1681,16,0,1.6000000000000014,40.90000000000009
0,1,-14,-3,0,0,2,1,0,0,-417,-0.20000000000000018,-1234,-34,1,-3.3999999999999986,-41.700000000000045
1,1,70,2,5,-5,8,-1,0,1,4534,0.40000000000000036,1707,8,-8,0.8000000000000007,453.39999999999986
0,0,-24,0,-3,3,1,-1,-1,0,-1437,-0.20000000000000018,-1656,-11,-4,-1.0999999999999979,-143.70000000000005
1,1,-3,2,-5,5,-15,1,0,0,-3011,-0.20000000000000018,-1199,-28,20,-2.8000000000000007,-301.0999999999999
1,0,5,-1,1,-1,-2,-1,0,0,653,0.0,430,-18,8,-1.8000000000000007,65.29999999999995
0,0,5,-2,0,0,1,-1,0,0,1134,0.40000000000000036,1160,33,3,3.3000000000000007,113.39999999999986
1,1,5,-2,2,-2,4,0,0,0,1024,0.0,750,4,7,0.3999999999999986,102.39999999999986
0,0,-33,-2,-2,2,-6,0,0,0,-1708,-0.40000000000000036,-677,10,-4,1.0,-170.79999999999995
1,0,-2,1,0,0,2,0,0,0,442,0.0,541,-14,7,-1.4000000000000021,44.200000000000045
1,0,10,3,-2,2,-6,0,0,0,-1550,0.0,-1018,-6,-11,-0.6000000000000014,-155.0
1,1,-39,0,12,-12,17,0,0,0,4611,1.0,3311,13,0,1.3000000000000007,461.10000000000014
0,1,-8,3,-3,3,-2,-1,-1,0,-2865,-1.0,-3840,-21,-12,-2.1000000000000014,-286.5
0,0,-1,1,-4,4,2,-1,0,0,-1563,-0.20000000000000018,-1232,-31,7,-3.1000000000000014,-156.30000000000018
0,1,2,-3,-10,10,-8,-1,0,0,-4394,-1.0,-3817,-20,2,-2.0,-439.4000000000001
1,0,2,0,4,-4,11,-1,0,0,1417,0.20000000000000018,1116,-8,-14,-0.8000000000000007,141.70000000000005
0,0,19,1,-2,2,-4,-1,0,0,-485,0.0,-353,0,14,0.0,-48.5
0,1,64,1,3,-3,1,-1,1,0,2234,0.20000000000000018,1606,26,0,2.599999999999998,223.4000000000001
1,1,-9,5,4,-4,7,1,0,0,1896,0.20000000000000018,1069,-17,17,-1.7000000000000028,189.60000000000014
0,0,1,0,-1,1,-1,1,1,0,199,0.20000000000000018,403,9,22,0.9000000000000021,19.90000000000009
1,1,5,2,1,-1,3,1,-1,-2,-1705,-0.40000000000000036,-1679,6,-20,0.6000000000000014,-170.5
0,1,-1,-1,-3,3,-5,0,1,1,-675,-0.20000000000000018,-1212,2,-18,0.20000000000000284,-67.5
1,0,-8,-1,4,-4,2,1,0,0,1160,0.40000000000000036,1541,-16,-18,-1.5999999999999979,116.0
1,1,2,2,1,-1,-1,-1,0,0,1287,0.0,-749,-22,8,-2.1999999999999993,128.70000000000005
0,1,-13,3,0,0,0,0,0,-1,-2063,-0.20000000000000018,-1448,-38,0,-3.8000000000000007,-206.30000000000018
1,0,-14,16,4,-4,7,0,0,0,2559,0.5999999999999996,2593,13,21,1.3000000000000007,255.9000000000001
1,0,4,-3,2,-2,3,-1,0,0,2346,0.5999999999999996,1424,41,9,4.099999999999998,234.5999999999999
0,0,3,4,0,0,-7,1,-1,0,-1151,-0.40000000000000036,-1924,-47,-9,-4.699999999999999,-115.10000000000014
1,0,20,1,-4,4,-3,0,0,0,-1729,0.0,118,-5,-1,-0.5,-172.9000000000001
0,1,1,2,2,-2,2,1,0,0,-1441,-0.39999999999999947,-2022,-62,-20,-6.199999999999999,-144.10000000000014
1,1,3,-1,1,-1,0,1,0,0,763,0.20000000000000018,1243,38,-8,3.8000000000000007,76.29999999999995
1,1,38,0,5,-5,11,1,0,0,1209,0.0,574,-43,25,-4.300000000000001,120.89999999999986
0,0,39,-2,2,-2,0,-1,0,0,1706,0.0,1154,6,11,0.6000000000000014,170.5999999999999
1,1,-93,-1,4,-4,3,0,0,0,2097,0.20000000000000018,1569,6,-6,0.5999999999999979,209.70000000000005
1,1,-19,1,6,-6,5,1,0,0,2201,0.40000000000000036,1421,-16,3,-1.5999999999999979,220.0999999999999
0,1,-14,1,-1,1,-3,-1,-1,-1,-2425,-0.40000000000000036,-1827,-22,-7,-2.1999999999999993,-242.5
0,1,2,1,4,-4,4,0,0,0,2376,0.20000000000000018,1325,28,7,2.8000000000000007,237.5999999999999
1,1,0,1,-1,1,-1,-1,0,0,679,0.20000000000000018,1400,30,-9,3.0,67.89999999999986
0,0,-50,-4,-7,7,-3,1,0,0,-4864,-1.0,-3336,-41,-7,-4.099999999999998,-486.4000000000001
0,0,3,0,-4,4,-6,0,0,0,-3116,-0.40000000000000036,-1349,-29,-28,-2.8999999999999986,-311.60000000000014
1,0,1,-2,-2,2,-3,-1,-1,0,-542,-0.40000000000000036,-254,-16,3,-1.5999999999999979,-54.200000000000045
1,1,-1,-1,1,-1,1,1,1,0,1634,-0.20000000000000018,546,-22,35,-2.200000000000003,163.39999999999986
0,0,3,0,-2,2,1,-1,0,0,-672,-0.40000000000000036,-1420,17,1,1.7000000000000028,-67.20000000000005
0,0,-21,1,0,0,-1,-1,-1,0,622,-0.20000000000000018,319,1,-14,0.10000000000000142,62.200000000000045
1,1,8,-1,1,-1,0,-1,1,0,1571,-0.20000000000000018,560,31,-2,3.099999999999998,157.10000000000014
1,1,0,2,8,-8,4,0,1,0,3211,0.7999999999999998,3640,12,11,1.1999999999999993,321.10000000000014
1,1,19,0,-4,4,-2,1,0,0,-3134,-0.40000000000000036,-2772,-22,1,-2.1999999999999993,-313.4000000000001
0,0,6,-2,1,-1,0,-1,0,0,-1951,-0.40000000000000036,-872,-22,-16,-2.1999999999999993,-195.10000000000014
1,1,-2,-1,4,-4,6,0,-1,0,3517,0.6000000000000005,2356,36,27,3.599999999999998,351.6999999999998
0,0,2,-2,0,0,5,-1,0,0,80,-0.40000000000000036,-599,16,-6,1.6000000000000014,8.0
0,0,1,0,-2,2,-1,-1,0,0,-1380,-0.20000000000000018,-581,-3,7,-0.29999999999999716,-138.0
1,0,-3,0,-1,1,0,-1,0,0,-1115,0.0,178,11,-12,1.1000000000000014,-111.5
0,1,-2,5,4,-4,10,-1,0,0,3187,0.40000000000000036,880,40,-21,4.0,318.70000000000005
1,1,37,1,8,-8,8,0,0,1,6423,0.7999999999999998,3767,84,-6,8.399999999999999,642.2999999999997
0,0,-46,0,-6,6,-6,0,0,0,-2313,-0.40000000000000036,-1210,24,-10,2.3999999999999986,-231.29999999999995
0,1,-14,1,2,-2,-2,-1,1,0,1346,0.0,919,22,3,2.1999999999999993,134.5999999999999
1,0,21,0,-3,3,-3,1,0,0,-2402,0.0,-1757,-48,2,-4.800000000000001,-240.20000000000005
0,0,-10,0,-4,4,-2,-1,0,0,-1293,-0.20000000000000018,-260,-17,27,-1.6999999999999993,-129.29999999999995
1,0,5,-2,3,-3,-1,-1,0,0,2089,0.40000000000000036,1675,14,2,1.4000000000000021,208.9000000000001
0,0,5,4,4,-4,7,1,0,0,2290,0.6000000000000005,1865,26,20,2.6000000000000014,229.0
1,1,-3,-2,-1,1,-2,1,1,0,-1397,-0.40000000000000036,-1549,-32,-2,-3.1999999999999993,-139.70000000000005
0,0,6,1,1,-1,0,1,-1,0,-360,0.20000000000000018,-61,-21,-18,-2.099999999999998,-36.0
1,1,-13,2,8,-8,10,1,0,0,5465,1.0,3492,49,28,4.899999999999999,546.5
0,0,-2,3,2,-2,3,-1,1,0,1032,0.40000000000000036,1098,-17,4,-1.6999999999999993,103.20000000000005
0,1,-1,1,3,-3,7,0,0,0,1887,0.40000000000000036,1295,15,-10,1.5,188.70000000000005
1,1,2,-3,6,-6,9,0,1,0,3640,0.5999999999999996,2348,31,-5,3.1000000000000014,364.0
1,0,-23,2,3,-3,7,-1,0,0,1452,-0.20000000000000018,689,3,-8,0.3000000000000007,145.20000000000005
1,1,0,1,0,0,8,-1,0,0,1806,0.40000000000000036,4,15,1,1.5,180.5999999999999
1,0,-2,-3,1,-1,5,-1,0,0,66,0.0,-57,-40,-5,-4.0,6.600000000000136
1,1,3,-1,0,0,0,-1,0,0,-112,-0.20000000000000018,-812,-1,-10,-0.09999999999999787,-11.200000000000045
1,1,0,2,0,0,0,1,0,0,-323,0.20000000000000018,-615,-24,8,-2.400000000000002,-32.30000000000018
1,1,3,-2,0,0,-2,-1,0,0,-82,0.0,745,-6,15,-0.5999999999999979,-8.200000000000045
1,1,0,0,5,-5,12,-1,0,0,2088,0.20000000000000018,-118,-11,-3,-1.0999999999999979,208.79999999999995
0,1,0,-2,-3,3,1,0,0,0,-2701,-0.6000000000000005,-2275,0,-12,0.0,-270.10000000000014
1,1,-1,3,0,0,1,0,-1,1,781,-0.40000000000000036,-1744,-2,-13,-0.1999999999999993,78.09999999999991
0,1,-68,-2,1,-1,1,-1,0,0,283,0.20000000000000018,608,-19,18,-1.9000000000000021,28.300000000000182
1,0,-3,-2,0,0,5,1,-1,0,-360,0.0,-708,-24,-8,-2.3999999999999986,-36.0
0,0,-22,-1,-4,4,-2,-1,-1,0,-4279,-1.1999999999999993,-4529,-59,-34,-5.900000000000002,-427.9000000000001
0,0,-6,6,-1,1,-1,1,0,0,120,-0.40000000000000036,-1254,13,0,1.3000000000000007,12.0
0,0,1,-4,-4,4,-5,-1,0,0,-1845,-0.40000000000000036,-1879,-14,-19,-1.3999999999999986,-184.5
0,1,-1,0,-1,1,-2,-1,0,0,-563,-0.20000000000000018,-1422,16,-20,1.6000000000000014,-56.299999999999955
0,0,2,-2,-2,2,-3,0,0,0,-1112,-0.40000000000000036,-942,-17,-8,-1.6999999999999993,-111.20000000000005
0,0,4,-3,-2,2,-4,1,-1,0,-1906,0.0,-1476,-54,9,-5.399999999999999,-190.60000000000014
0,0,-24,1,-4,4,-7,1,0,0,-2517,-0.40000000000000036,-1199,-49,25,-4.900000000000002,-251.70000000000005
0,0,0,2,-4,4,-6,-1,1,0,-2831,-0.6000000000000005,-1651,-14,-28,-1.3999999999999986,-283.0999999999999
0,1,-2,0,1,-1,2,0,1,-1,-1063,0.0,-632,-60,0,-6.0,-106.29999999999995
1,0,2,0,4,-4,8,-1,-1,0,1573,-0.20000000000000018,-624,-1,-41,-0.10000000000000142,157.30000000000018
0,0,11,-1,-2,2,-4,0,0,0,-427,-0.20000000000000018,-13,-14,27,-1.4000000000000021,-42.700000000000045
0,0,4,2,-6,6,-14,0,0,0,-2161,0.20000000000000018,-297,31,-8,3.1000000000000014,-216.0999999999999
1,0,-3,-1,4,-4,5,-1,0,0,479,0.40000000000000036,929,-40,-10,-4.0,47.899999999999864
1,1,9,2,7,-7,9,0,0,0,3237,0.20000000000000018,2107,31,-7,3.099999999999998,323.70000000000005
1,0,2,1,1,-1,3,1,0,0,230,0.20000000000000018,-105,11,-4,1.1000000000000014,23.0
0,0,-48,-3,-4,4,-10,-1,0,0,-1217,-0.20000000000000018,-539,-1,20,-0.10000000000000142,-121.70000000000005
1,1,1,-1,1,-1,3,1,0,0,273,0.20000000000000018,87,-22,-1,-2.1999999999999993,27.300000000000182
0,0,-5,-1,-6,6,-10,-1,0,0,-2552,-0.20000000000000018,-2052,-24,-5,-2.3999999999999986,-255.20000000000005
0,0,3,4,0,0,1,0,0,0,-4,-0.20000000000000018,-139,39,-23,3.900000000000002,-0.40000000000009095
0,0,2,-1,-3,3,-3,1,0,0,-2863,0.0,-875,7,4,0.6999999999999993,-286.29999999999995
1,1,-28,4,0,0,-1,0,0,0,-85,0.0,-632,21,-28,2.1000000000000014,-8.5
0,0,-3,3,-6,6,-5,-1,-1,-1,-4490,-0.8000000000000007,-3582,-29,-10,-2.8999999999999986,-449.0
1,0,19,1,-2,2,-4,-1,1,0,-988,0.20000000000000018,470,-3,4,-0.3000000000000007,-98.79999999999995
1,0,-42,0,-3,3,-4,1,1,0,-1481,-0.40000000000000036,-1506,13,-4,1.3000000000000007,-148.0999999999999
