blueWins,blueFirstBlood,blueActiveWards,blueKills,blueAssists,blueDragons,blueHeralds,blueTowersDestroyed,blueAvgLevel,blueTotalExperience,blueTotalMinionsKilled,blueTotalJungleMinionsKilled,blueCSPerMin,blueGoldPerMin,redActiveWards,redKills,redAssists,redDragons,redHeralds,redTowersDestroyed,redAvgLevel,redTotalExperience,redTotalMinionsKilled,redTotalJungleMinionsKilled,redCSPerMin,redGoldPerMin
0,1,49,6,4,0,0,0,6.8,17592,198,30,19.8,1580.9,13,12,15,0,0,0,7.2,19405,238,39,23.8,1966.3
1,1,164,11,8,1,0,1,7,18352,229,41,22.9,1955.6,11,8,9,0,0,0,6.6,16593,169,63,16.9,1697.1
1,1,11,9,11,1,0,0,6.8,17799,188,58,18.8,1700.3,11,4,3,0,0,0,6.4,16131,189,48,18.9,1475.6
0,0,18,5,2,0,0,0,7,18416,220,59,22,1645.1,15,10,8,0,0,0,6.8,18273,189,53,18.9,1742.8
1,1,15,6,5,0,0,0,7.2,19440,238,76,23.8,1783.7,48,3,4,0,0,0,7,17403,217,52,21.7,1486.7
1,1,12,11,14,1,0,0,6.8,17829,195,54,19.5,1805.6,265,6,7,0,1,1,7,17542,210,59,21,1780.6
0,1,19,8,2,0,0,0,6.8,17245,189,41,18.9,1624.9,12,8,11,0,0,0,7,17893,193,42,19.3,1752.5
1,1,12,7,9,0,0,0,6.8,18077,212,45,21.2,1694.6,14,7,7,1,0,0,7,17022,161,48,16.1,1546.4
0,0,18,4,5,0,0,0,6.8,17968,243,55,24.3,1570.7,14,2,4,1,0,0,6.8,17281,247,42,24.7,1527.9
0,1,12,7,7,0,0,0,7,18461,193,52,19.3,1644.3,9,6,6,0,0,0,7.2,19488,247,68,24.7,1814.9
1,0,10,8,10,1,1,0,7.4,19752,215,64,21.5,1782.3,8,5,5,0,0,0,7,18802,219,75,21.9,1680.9
1,0,15,2,2,0,0,0,7.2,18365,236,57,23.6,1624.1,32,6,8,1,0,0,6.8,17423,196,56,19.6,1599.1
1,0,12,7,6,0,1,0,6.6,17075,209,52,20.9,1646.4,12,8,12,1,0,0,6.6,16680,167,40,16.7,1629.8
0,0,10,6,7,0,0,0,6.8,17938,233,47,23.3,1692.4,79,8,10,0,0,0,7.2,18374,214,42,21.4,1738.9
1,0,16,10,10,1,0,0,6.8,17415,217,46,21.7,1725.1,12,8,13,0,0,0,6.8,17956,234,39,23.4,1798.4
0,0,37,6,8,0,0,0,7.2,18964,212,62,21.2,1691.7,10,8,6,1,0,0,7,19000,260,56,26,1793
1,0,10,7,6,1,1,2,7,18832,239,64,23.9,1945.3,11,7,6,0,0,0,6.6,16875,170,52,17,1568
0,0,14,5,4,0,0,0,7.4,19197,207,79,20.7,1689.1,67,4,4,1,0,0,6.8,17643,211,60,21.1,1583.1
1,1,15,7,4,1,0,0,7.2,19237,218,68,21.8,1710.7,28,4,4,0,0,0,6.6,16784,212,40,21.2,1493.8
1,0,14,4,3,1,0,0,7,17833,236,53,23.6,1544.4,10,2,0,0,0,0,6.6,17125,229,44,22.9,1442.5
1,1,14,9,10,1,1,0,7.2,18731,226,59,22.6,1828.3,38,5,4,0,0,0,7,17540,211,37,21.1,1559.9
1,1,16,4,3,0,0,0,6.8,18319,246,52,24.6,1626.7,12,2,4,1,1,0,7,17620,228,64,22.8,1490.5
1,1,57,6,7,0,1,0,7,18845,233,65,23.3,1724.7,12,7,9,0,0,0,7,17135,214,36,21.4,1633.2
0,0,52,11,22,0,1,0,7,18015,226,48,22.6,1864,9,6,10,1,0,0,6.6,16815,232,62,23.2,1670.9
1,1,12,9,8,0,0,0,7.2,19170,221,49,22.1,1708.6,35,0,0,1,0,0,6.4,16427,198,60,19.8,1343.1
0,1,16,6,8,0,0,0,6.8,17567,205,52,20.5,1650.5,9,4,4,1,0,0,7,17418,256,44,25.6,1570
1,0,14,12,20,0,0,0,6.8,17984,172,32,17.2,1796.1,59,10,17,1,0,0,6.8,18108,159,75,15.9,1748.3
1,1,39,14,14,1,0,0,6.8,18520,204,49,20.4,1941.8,16,12,11,0,1,0,6.6,16283,167,51,16.7,1772
1,1,15,4,3,0,0,0,7,18388,214,58,21.4,1584.6,13,5,5,1,0,0,7.2,18854,236,52,23.6,1617.6
1,1,19,6,7,0,1,0,7,18194,221,43,22.1,1693.7,12,5,4,1,0,0,7.2,17952,215,67,21.5,1634.5
0,1,13,1,1,0,0,0,6.6,16539,220,37,22,1406.4,14,4,2,1,0,0,6.8,18883,244,62,24.4,1582.9
0,1,13,1,1,0,0,0,6.8,18255,246,51,24.6,1509.4,11,2,3,1,0,0,6.8,18499,226,64,22.6,1518.6
0,1,68,5,5,1,0,0,6.8,17179,193,54,19.3,1563.3,15,11,13,0,0,0,7.2,19368,224,43,22.4,1858
1,1,16,6,6,1,0,0,6.8,18060,245,52,24.5,1686.8,13,2,6,0,0,0,6.8,17070,227,60,22.7,1488.6
1,0,13,10,8,0,1,0,7.6,19633,240,63,24,1928.9,49,7,9,0,0,0,7,17314,200,39,20,1695.9
1,0,12,3,4,1,0,0,7,18807,194,66,19.4,1513.8,12,3,3,0,0,0,7,17721,235,55,23.5,1524.3
1,0,13,1,1,1,1,0,7,17727,210,83,21,1494.2,17,5,7,0,0,0,7,18483,233,52,23.3,1615.7
0,0,13,6,7,1,0,0,6.8,16893,191,40,19.1,1570.3,11,6,8,0,0,0,7.2,18009,221,51,22.1,1665.4
1,1,14,5,7,1,1,0,6.8,17667,217,47,21.7,1542.7,17,3,2,0,0,0,7,17811,235,51,23.5,1529.3
1,1,108,6,8,0,0,0,7,17711,238,37,23.8,1662,12,5,5,0,0,0,7,18383,223,54,22.3,1625.9
1,0,17,6,5,1,0,0,6.8,17186,209,44,20.9,1592.6,13,5,10,0,0,0,6.4,15817,180,40,18,1502.1
0,1,10,9,5,0,0,0,6.6,17417,210,38,21,1685.2,14,6,6,1,0,0,7,18421,216,60,21.6,1650.4
0,1,12,6,6,0,0,0,7.2,18023,219,64,21.9,1693.6,13,8,10,1,1,0,7,18653,230,48,23,1736
1,1,14,10,13,1,0,0,7.2,18904,212,37,21.2,1791.7,33,4,2,0,1,0,6.8,17579,222,52,22.2,1485.9
0,1,12,7,11,1,0,0,6.8,17445,241,48,24.1,1755.8,17,8,9,0,1,0,6.8,18846,232,50,23.2,1766.3
0,0,10,3,3,0,0,0,6.8,17143,205,51,20.5,1514.9,13,8,4,1,0,0,7.4,19802,211,76,21.1,1702.5
0,0,14,5,8,1,0,0,6.4,16747,215,52,21.5,1611.2,16,7,10,0,0,0,6.8,17507,211,56,21.1,1714.3
0,1,34,7,6,0,0,0,7.2,19056,207,52,20.7,1588.5,21,4,4,0,0,0,6.8,16998,224,47,22.4,1576
1,1,18,4,4,0,1,1,6.6,17075,224,61,22.4,1710.4,17,7,8,1,0,0,6.8,17577,209,46,20.9,1777.3
1,0,49,10,16,1,0,1,6.4,15420,173,40,17.3,1753.5,11,5,4,0,0,0,6.8,16964,207,66,20.7,1609.9
0,1,21,8,8,1,0,0,7,18683,205,59,20.5,1732.1,12,10,7,0,1,0,7.4,18838,207,40,20.7,1739.9
1,1,5,6,6,0,1,0,7,18679,204,71,20.4,1631.7,81,7,5,1,0,0,6.8,18576,212,52,21.2,1703
0,0,15,4,2,0,0,0,7.2,18614,234,66,23.4,1564.9,22,7,7,1,0,0,7.2,19729,243,55,24.3,1762.4
1,1,14,9,11,0,0,0,7,18664,220,41,22,1759.2,8,3,4,1,0,0,7,17898,215,62,21.5,1618.1
1,1,45,2,3,1,0,0,7,18204,230,65,23,1542,11,1,2,0,0,0,6.6,18065,245,56,24.5,1475.9
0,0,13,3,6,0,0,0,6.8,17529,226,40,22.6,1592.9,14,4,4,0,1,0,7,19164,237,64,23.7,1632.3
0,1,44,4,4,0,0,0,6.6,16504,178,48,17.8,1504.6,13,4,6,0,0,0,6.6,17336,217,52,21.7,1560.3
1,0,16,6,5,0,0,0,7.4,19857,243,64,24.3,1673.7,13,3,2,1,0,0,6.8,17853,250,48,25,1553.3
0,1,37,6,8,0,0,0,6.6,16210,204,49,20.4,1575.6,16,7,6,0,0,0,7.4,19399,242,60,24.2,1772.2
1,0,42,3,6,1,0,0,6.8,17518,238,51,23.8,1544.2,9,6,6,0,0,0,6.8,19017,233,56,23.3,1653.2
0,1,14,9,12,0,1,0,6.2,15616,166,36,16.6,1664.9,17,8,8,1,0,0,6.8,17809,208,48,20.8,1780.1
0,0,25,6,4,0,1,0,7,17902,202,54,20.2,1617.1,14,10,8,1,0,0,7,17973,226,52,22.6,1785.3
1,1,13,9,12,1,0,0,6.6,17783,210,41,21,1719,9,4,5,0,1,0,6.8,16699,200,40,20,1534.3
0,1,88,7,12,0,0,0,7,18157,227,48,22.7,1722.2,9,6,3,1,0,0,7,18393,250,53,25,1641.4
1,0,10,6,3,1,0,0,6.6,17114,199,52,19.9,1570.4,13,9,10,0,0,0,7.2,19118,217,40,21.7,1703.6
0,0,14,9,9,0,0,0,6.4,14886,162,31,16.2,1633.1,16,18,16,0,1,0,6.8,17885,169,38,16.9,2029.7
0,0,31,10,11,0,1,1,7.2,18375,183,51,18.3,1918.6,13,7,8,1,0,0,7,17580,201,52,20.1,1780.9
1,1,14,7,10,1,0,0,6.8,17209,228,47,22.8,1754.6,10,3,4,0,1,1,6.4,16042,193,51,19.3,1605.3
0,0,14,4,5,0,0,0,6.8,17177,219,38,21.9,1519.8,6,7,9,0,1,0,7.2,19892,222,92,22.2,1807.4
0,0,38,8,13,1,0,0,6.4,16512,165,39,16.5,1790.9,16,7,10,0,0,0,6.6,16719,201,32,20.1,1656.9
0,0,14,4,2,0,0,0,6.6,17140,208,48,20.8,1504.6,34,7,5,1,0,0,7,17754,227,44,22.7,1625.4
1,0,15,6,9,0,0,0,7,19237,238,54,23.8,1674,13,6,8,1,0,0,7,18152,229,54,22.9,1652.2
1,1,12,13,10,1,0,1,7.2,19531,258,56,25.8,2029.5,12,1,1,0,0,0,6.2,15019,178,54,17.8,1338.8
1,0,12,4,7,0,0,0,7,18190,217,48,21.7,1592.1,13,5,7,1,1,0,7.2,18543,235,48,23.5,1651.5
0,0,12,10,13,1,1,0,7,17904,192,45,19.2,1714.5,15,9,5,0,0,0,7.2,18358,226,46,22.6,1860.9
1,0,15,5,7,0,0,0,7,18030,205,43,20.5,1593.6,26,4,4,0,0,0,7,18732,179,68,17.9,1538.2
1,1,11,7,5,0,1,0,7.4,19322,226,47,22.6,1664.9,15,2,1,1,0,0,7.4,19617,268,63,26.8,1539.3
1,1,36,10,14,1,0,0,7,18556,203,36,20.3,1761.8,11,2,3,0,0,0,6,14270,184,24,18.4,1324.5
1,1,22,6,6,0,0,0,6.6,17106,195,45,19.5,1587.1,12,5,6,1,0,0,7,17384,221,45,22.1,1611.6
0,1,14,8,7,0,1,1,7,18151,206,32,20.6,1767.6,15,8,9,1,0,0,7,18366,223,46,22.3,1728.3
1,1,13,7,6,0,0,0,7.4,19973,248,55,24.8,1742.3,20,2,2,1,0,0,7,17766,219,64,21.9,1460.1
0,0,8,1,0,0,0,0,6.4,16059,210,52,21,1341,17,10,16,1,0,0,7.2,18669,228,58,22.8,1843.5
1,0,16,7,8,0,0,0,7,18385,219,44,21.9,1699.2,28,8,7,1,0,0,7.2,18557,225,65,22.5,1736.3
1,1,15,8,10,1,1,1,7,18538,231,56,23.1,1867.8,9,4,5,0,0,0,6.6,16315,193,42,19.3,1467.9
0,0,21,5,12,0,0,0,7,17906,222,66,22.2,1622,14,12,24,1,0,0,7.4,19630,257,52,25.7,2037.7
0,0,30,5,2,0,0,0,6,15593,169,56,16.9,1493,11,12,14,1,0,0,7.4,20263,242,52,24.2,2022.8
0,0,11,7,7,0,0,0,6.8,17825,201,51,20.1,1630.4,12,8,4,0,0,0,6.8,17888,209,41,20.9,1633.2
1,0,47,7,14,1,0,0,7,18159,230,52,23,1707.5,13,5,6,0,0,0,6.6,17580,224,51,22.4,1661.3
0,0,13,5,5,0,0,0,7,17516,225,47,22.5,1549.9,13,3,3,1,0,0,6.8,17517,214,60,21.4,1558
1,1,13,6,9,1,1,0,7.4,19577,218,55,21.8,1697.2,12,4,3,0,0,0,7.2,19233,247,68,24.7,1622
0,0,12,6,5,0,0,0,6.6,16464,189,28,18.9,1525.6,15,10,12,1,0,0,6.8,16821,182,45,18.2,1681.1
1,0,13,6,9,0,0,0,7.2,18645,197,52,19.7,1656.8,18,3,4,1,1,0,6.8,16606,207,52,20.7,1538
1,1,12,7,10,0,1,0,7.2,18459,224,56,22.4,1732.6,16,3,3,1,0,0,7,18672,248,68,24.8,1568.7
1,0,12,6,7,0,0,0,7.2,18958,226,51,22.6,1661.9,26,4,5,0,0,0,6.8,17470,213,52,21.3,1506.7
0,0,12,4,4,0,0,0,7.2,18278,261,36,26.1,1629.5,52,5,5,1,0,0,7.2,19214,234,64,23.4,1625.4
1,1,11,7,7,1,0,0,6.6,17099,186,52,18.6,1568,35,4,4,0,0,0,7,18214,227,51,22.7,1593.9
0,1,13,7,8,0,0,0,6.8,16967,191,36,19.1,1643.2,31,7,7,1,0,0,7,17992,212,47,21.2,1606.5
1,0,9,10,9,1,1,2,7.2,18449,219,53,21.9,1919.7,12,6,6,0,0,0,6.6,16599,192,52,19.2,1625.6
1,1,12,10,8,1,0,0,7.2,18822,221,51,22.1,1846.8,16,7,6,0,0,0,7.2,18539,252,40,25.2,1732.6
1,1,16,9,10,0,0,0,7,18115,229,35,22.9,1828,18,5,3,1,0,0,6.6,16721,211,36,21.1,1422.9
1,0,12,5,7,0,0,0,6.6,17019,193,48,19.3,1610.3,45,9,14,0,1,0,7,18456,246,40,24.6,1852.2
1,1,15,6,8,1,1,0,7.2,18675,221,65,22.1,1683.2,13,4,5,0,0,0,7,17667,238,33,23.8,1520.8
0,0,33,3,5,1,0,0,6.8,17228,232,40,23.2,1502.8,17,8,8,0,0,0,7,17607,232,48,23.2,1728.2
1,1,13,9,6,0,1,0,7.2,18945,194,54,19.4,1707.6,14,5,2,0,0,0,6.6,17092,238,36,23.8,1624.2
1,1,16,7,6,0,0,0,6.8,17283,210,35,21,1674.5,12,4,3,0,0,0,6.6,16179,187,50,18.7,1459.5
1,0,14,4,4,0,1,0,6.6,17351,222,42,22.2,1565.8,14,8,8,1,0,0,7.4,19370,207,61,20.7,1728.2
1,1,6,6,6,0,1,0,7.2,18719,167,72,16.7,1576,16,5,2,1,0,1,7,18307,268,51,26.8,1783.2
0,0,8,2,3,0,1,0,6.8,16881,210,57,21,1462.4,37,7,10,0,0,0,6.6,16344,215,38,21.5,1671.3
1,0,9,2,1,0,0,0,7,18302,245,48,24.5,1556.8,12,3,4,1,0,0,6.6,17090,209,62,20.9,1502.6
0,0,14,6,4,0,1,0,7.2,17920,231,49,23.1,1633.1,35,7,7,0,0,0,7,18141,226,54,22.6,1655.7
1,1,31,7,7,1,1,0,7.4,18986,240,60,24,1720.4,34,5,4,0,0,0,7,18976,236,48,23.6,1688.8
0,1,13,3,3,0,0,0,6.6,15466,195,36,19.5,1491,40,6,4,1,0,0,6.8,18006,206,67,20.6,1573.1
1,1,35,12,15,1,0,0,7.6,20647,192,60,19.2,1914.1,12,5,3,0,0,0,6.4,16209,210,36,21,1484.7
0,0,18,2,1,0,0,0,7,17036,194,64,19.4,1420.8,16,8,8,0,1,1,7.2,19371,266,40,26.6,1909.9
1,0,20,9,7,1,0,0,6.8,18031,234,44,23.4,1795.1,13,4,9,0,0,0,6.4,15714,183,45,18.3,1451.9
1,1,11,7,8,1,0,0,6.8,17610,197,62,19.7,1614.2,22,8,12,0,0,0,7,18422,207,48,20.7,1670.5
1,0,10,4,5,0,0,0,7.2,19527,237,65,23.7,1633.3,19,4,3,1,0,0,7.6,19868,252,80,25.2,1627.3
0,1,16,8,11,0,0,0,6.8,17824,222,63,22.2,1752.6,12,2,2,1,0,0,6.8,17144,216,64,21.6,1476.5
1,1,12,7,7,1,1,0,7.2,20017,221,76,22.1,1738.1,13,7,4,0,0,0,7,17838,204,48,20.4,1583.9
0,0,34,5,5,0,1,1,7.4,20383,230,56,23,1785.4,12,3,2,0,0,0,7,18263,219,52,21.9,1553.1
0,1,14,6,4,1,0,0,7,17468,206,59,20.6,1569.8,13,5,3,0,1,0,7,18327,259,50,25.9,1684.1
1,0,16,6,4,0,0,0,7,17942,195,49,19.5,1603.9,13,7,5,1,0,0,7,18513,231,52,23.1,1670.4
0,0,15,3,4,0,1,0,6.8,16989,206,52,20.6,1450.6,11,8,7,1,0,0,7.2,18921,221,56,22.1,1702.6
1,0,139,6,6,0,0,0,7,18944,226,51,22.6,1683,16,6,4,1,1,0,6.8,17736,204,54,20.4,1612.2
1,0,16,2,3,1,0,0,7,18031,245,52,24.5,1490.9,12,1,1,0,0,0,6.8,17311,237,52,23.7,1449.9
1,0,12,0,0,0,0,0,6.4,15958,201,32,20.1,1293.9,16,5,5,1,0,0,7.4,19631,259,79,25.9,1751.7
0,0,10,8,3,0,0,0,7,18875,216,64,21.6,1667.8,14,6,3,1,0,0,6.8,17289,220,32,22,1559.9
0,0,9,5,3,0,0,0,6.4,15807,210,56,21,1532.2,17,14,17,1,0,0,6.8,18180,203,47,20.3,1934.6
0,1,37,5,4,0,0,0,7.2,18781,210,64,21,1656.2,17,7,8,1,0,0,7,18611,245,36,24.5,1651.8
1,1,12,6,5,0,1,0,7,18367,214,56,21.4,1635.3,13,8,10,1,0,0,7.4,18413,221,44,22.1,1691.3
0,0,5,7,6,0,1,0,6.6,17282,207,55,20.7,1699.8,16,11,15,1,0,0,6.8,17873,191,40,19.1,1834.1
0,0,17,5,7,1,0,0,6.6,16743,188,35,18.8,1505.1,9,5,4,0,0,0,6.8,16420,206,44,20.6,1499.1
0,0,45,3,6,0,0,0,6.8,17222,208,46,20.8,1498.6,15,6,4,0,0,0,7.2,18700,220,49,22,1648.7
0,1,39,7,9,0,0,0,6.6,18007,214,40,21.4,1700.3,12,5,8,0,0,0,6.8,16720,190,52,19,1567.2
0,0,14,4,5,1,0,0,6.6,15984,226,43,22.6,1538,14,12,17,0,1,2,7.2,18802,231,36,23.1,2024.4
1,1,15,9,8,1,1,0,7.2,20735,216,76,21.6,1859.9,33,3,5,0,0,0,6.8,16447,187,56,18.7,1477.8
1,0,11,6,6,0,0,0,6.8,17755,192,46,19.2,1593.6,14,7,10,1,0,0,7,18773,245,53,24.5,1741.3
1,1,14,3,2,0,0,0,6.8,17859,224,52,22.4,1526.5,12,2,1,0,0,0,6.6,17596,237,45,23.7,1481.9
1,1,13,10,12,1,0,0,7,18965,219,50,21.9,1817.7,15,3,4,0,0,0,6.8,17970,214,46,21.4,1467.3
0,0,10,7,12,0,1,0,6.6,16894,220,39,22,1660.5,14,5,9,1,0,0,6.6,16310,175,44,17.5,1455.9
0,1,14,4,3,0,0,0,6.8,17515,203,40,20.3,1474.2,15,3,5,1,1,0,7.2,18609,230,60,23,1528.3
0,0,11,3,1,0,0,0,7,17275,194,60,19.4,1444,17,8,6,1,0,0,7,18905,220,50,22,1757.2
0,0,12,2,3,0,0,0,5.4,12111,187,4,18.7,1279.8,12,13,16,1,0,1,7.6,20353,224,64,22.4,2127
0,0,11,5,6,0,0,0,6.6,17663,201,63,20.1,1569.8,19,6,8,1,0,0,7,18035,230,43,23,1638.5
1,1,80,7,7,1,0,0,7.2,19349,216,48,21.6,1732.4,15,2,3,0,0,0,6.8,16427,208,47,20.8,1419.5
0,0,6,2,5,0,1,0,6.8,17026,233,47,23.3,1461.3,11,4,7,1,0,0,7,17969,234,47,23.4,1715.2
0,1,11,4,4,0,0,0,6.6,16663,196,44,19.6,1470.5,14,5,6,1,0,0,7.2,19170,240,65,24,1687.2
1,0,11,8,10,0,0,0,7.2,19665,247,47,24.7,1753.6,13,5,6,1,0,0,7,18396,226,68,22.6,1662.6
0,0,11,5,3,0,1,0,6.6,17298,213,55,21.3,1522.6,8,5,3,1,0,0,7.2,18573,236,48,23.6,1574.7
0,1,8,6,5,0,0,0,7,17771,197,41,19.7,1605.1,13,5,4,1,0,0,7.2,18831,226,54,22.6,1552.8
1,0,14,3,4,0,0,0,6.8,17197,236,47,23.6,1515.8,17,4,5,1,1,0,7,19179,219,56,21.9,1549.9
0,1,16,8,13,0,0,0,6.4,16045,193,44,19.3,1693.4,13,8,6,1,0,0,6.6,16820,191,56,19.1,1668.7
0,1,15,4,7,0,1,0,6.8,16963,198,52,19.8,1522.8,13,8,8,1,0,0,7.2,19033,227,48,22.7,1746.4
1,1,14,10,7,0,0,0,7,18758,205,56,20.5,1771,13,4,3,1,0,0,6.4,15775,183,44,18.3,1441.3
0,0,13,2,2,0,0,0,7,18121,228,49,22.8,1497.1,17,3,5,1,0,0,7.2,18210,252,49,25.2,1565.3
0,0,20,10,10,0,1,0,7.2,18036,205,50,20.5,1783.5,16,5,5,0,0,0,6.8,17599,216,43,21.6,1591.2
1,0,13,7,4,1,1,0,7.2,19347,234,64,23.4,1707.1,14,3,2,0,0,0,6.8,16900,226,57,22.6,1533.3
0,0,37,6,10,1,0,0,7,18044,208,50,20.8,1624.5,22,11,10,0,1,0,7.6,20264,235,59,23.5,1969.6
0,1,14,6,6,0,0,0,7,17368,235,42,23.5,1683.5,85,2,2,1,1,0,7,17652,248,49,24.8,1458.4
0,1,17,6,8,0,0,0,7.2,18768,226,67,22.6,1708.8,18,9,15,1,1,0,6.8,17805,218,48,21.8,1797.2
0,0,10,5,7,1,0,0,7.2,19209,223,56,22.3,1638.3,13,4,2,0,0,0,7,18311,246,45,24.6,1551.9
1,1,13,4,2,1,0,1,6.8,17637,220,58,22,1657.7,12,2,1,0,1,0,7,18869,219,66,21.9,1474.7
1,1,57,12,19,1,0,0,7.6,19804,221,44,22.1,1960.7,14,5,7,0,0,0,6.6,16856,220,52,22,1569.4
1,1,15,8,7,1,1,0,6.6,17200,149,47,14.9,1577.5,17,9,11,0,0,0,7,18525,231,42,23.1,1845
0,1,11,4,4,1,1,0,6.6,16127,185,45,18.5,1499.8,12,8,7,0,0,0,6.6,15980,196,48,19.6,1642.8
0,1,17,8,10,1,1,0,6.8,17910,207,48,20.7,1690.6,14,8,4,0,0,0,6.8,17689,176,54,17.6,1668
1,1,12,9,8,1,1,1,7,18381,209,49,20.9,1874.3,12,3,1,0,0,0,6.6,16676,191,56,19.1,1441.9
0,0,14,8,11,0,0,0,7,17892,198,40,19.8,1663.4,35,8,7,0,0,0,6.8,17613,195,44,19.5,1698.9
0,0,50,3,4,0,0,0,6.2,14432,177,35,17.7,1363.6,18,8,7,1,1,0,7.4,19097,249,60,24.9,1816.5
0,1,9,3,1,1,0,0,6.4,15449,167,50,16.7,1374.4,12,10,11,0,0,0,7.2,19073,219,44,21.9,1840.7
0,1,10,4,9,1,0,0,6.8,17501,230,46,23,1582.3,33,4,4,0,0,0,7.2,19318,233,64,23.3,1603.4
1,1,31,7,6,1,0,0,7.2,19371,219,47,21.9,1635.6,5,6,5,0,1,0,7,18130,226,40,22.6,1631.8
0,0,18,11,14,0,1,1,6.6,17196,195,55,19.5,1980.1,15,9,12,1,0,0,6.4,16292,147,45,14.7,1648.6
0,1,13,11,12,0,0,0,7,17815,202,39,20.2,1820,14,9,10,1,0,0,7.2,18572,211,60,21.1,1698.9
0,0,52,4,2,0,0,0,6.8,18648,230,40,23,1533.5,11,3,2,1,0,0,7,18378,248,60,24.8,1552.3
1,1,14,6,4,0,0,0,7.2,18901,238,52,23.8,1679.2,18,4,5,0,0,0,6.6,16788,218,40,21.8,1494
0,1,13,12,13,1,0,1,7,18345,232,44,23.2,2008.6,17,8,8,0,1,0,6.4,16937,207,56,20.7,1702.7
0,0,16,1,1,0,0,0,6.4,16054,232,45,23.2,1385.8,11,4,6,1,1,0,7,18322,239,63,23.9,1641
0,1,48,5,9,0,0,0,7,17505,222,53,22.2,1619,13,7,6,1,0,0,7.2,19357,258,62,25.8,1775.6
0,1,10,7,5,0,0,0,7,18155,202,42,20.2,1611.2,11,10,10,0,0,0,7.2,18913,238,45,23.8,1907.9
1,0,15,9,10,0,1,0,6.8,17146,198,40,19.8,1729.8,37,11,13,1,0,0,7,17315,182,36,18.2,1739.6
0,0,10,2,3,0,0,0,6.6,17874,240,38,24,1459.3,10,4,5,0,0,0,7.2,19051,253,64,25.3,1656.5
1,1,12,10,17,1,0,0,6.8,17913,201,54,20.1,1772.3,11,8,9,0,0,0,7.4,19296,204,68,20.4,1716.6
0,1,15,8,11,0,1,0,6.8,17417,204,45,20.4,1656.5,70,3,2,0,0,0,6.6,17108,214,45,21.4,1534.8
1,0,11,4,7,0,0,0,7.2,19215,254,62,25.4,1630.1,14,5,6,1,0,0,7.2,18821,234,46,23.4,1632.8
1,1,11,6,5,0,1,0,7.2,19972,238,59,23.8,1669.8,18,5,8,1,0,0,6.8,17287,213,48,21.3,1583.3
0,0,12,1,1,0,0,0,7,18414,235,60,23.5,1487.8,13,4,4,1,0,0,7.2,19703,258,64,25.8,1653.1
0,0,16,5,3,1,0,0,7,19149,255,66,25.5,1649.4,13,3,3,0,0,0,6.6,17052,182,52,18.2,1456.2
0,1,11,5,4,0,0,0,7,17005,206,60,20.6,1546.3,15,9,13,0,0,0,7,19734,234,51,23.4,1884.9
0,0,13,6,9,0,0,0,6.6,15816,161,40,16.1,1543.5,16,15,16,1,0,0,7.4,19298,226,44,22.6,2053.2
0,1,51,5,8,1,1,0,6.8,18233,215,67,21.5,1616.5,12,1,2,0,0,0,6.6,16498,245,56,24.5,1484.4
0,1,12,6,9,1,0,0,7.2,17949,233,50,23.3,1664,21,6,8,0,0,0,7.4,19373,220,59,22,1691.6
0,1,12,6,6,0,1,0,7,17507,212,53,21.2,1642.2,11,4,2,0,0,0,7,18629,256,68,25.6,1644.1
1,1,11,8,7,0,0,0,7.2,19086,256,33,25.6,1786.3,9,4,4,0,0,0,7,17236,218,48,21.8,1527.3
0,1,11,8,8,0,0,0,6.8,17201,226,45,22.6,1697,19,6,10,1,0,0,6.8,17802,230,48,23,1646
0,0,15,4,7,0,0,0,6.8,17470,191,51,19.1,1486.6,15,2,3,0,1,0,6.8,17058,239,41,23.9,1476.3
1,1,10,9,10,0,0,0,7,18196,229,48,22.9,1776.1,17,10,13,1,0,0,7.2,18696,200,60,20,1799.8
1,0,12,7,5,0,0,0,7,18854,233,48,23.3,1665,16,4,5,1,1,1,7,18305,232,59,23.2,1726.2
0,1,17,8,6,0,1,0,7.4,20228,264,53,26.4,1860.7,11,1,1,1,0,0,6.6,17037,210,60,21,1411.9
0,0,17,8,6,0,0,0,6.8,17830,209,48,20.9,1623.7,14,5,5,1,0,0,6.8,17155,192,64,19.2,1590.2
0,0,17,2,2,1,0,0,6.8,17164,220,40,22,1427.3,10,3,2,0,1,0,6.6,17582,224,44,22.4,1508.7
1,1,10,6,7,1,0,0,7,17700,232,39,23.2,1590.6,9,5,9,0,0,0,6.6,17236,197,45,19.7,1594.5
1,1,18,4,3,0,0,0,6.8,18268,264,53,26.4,1608.3,62,5,8,1,0,0,7.2,18877,225,53,22.5,1600.3
0,0,10,2,2,1,1,0,7,17176,204,77,20.4,1503.4,11,8,11,0,0,0,7,18064,201,44,20.1,1700.9
0,1,12,5,7,0,0,0,7.2,18967,257,52,25.7,1666,34,3,5,1,1,0,7,17997,227,52,22.7,1493.7
0,1,16,5,2,1,0,0,5.8,14302,155,56,15.5,1394.5,14,9,11,0,1,2,7.4,19033,203,60,20.3,1970.8
0,0,16,3,6,0,0,0,6.6,17279,207,53,20.7,1499.1,27,13,16,0,0,0,7.6,21360,273,60,27.3,2104.1
0,1,36,3,6,1,0,0,7,18507,261,60,26.1,1665.3,12,3,6,0,0,0,7.2,18536,228,60,22.8,1550.1
